Year,Neonatal period,Age,Birthweight,Country,Region,Country of birth,Sex,Units,Unit multiplier,Observation status,GeoCode,Value
2014,Early neonatal,25 to 29,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,19.4
2014,Late neonatal,25 to 29,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,4.0
2015,,25 to 29,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,24.5
2015,Early neonatal,25 to 29,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,20.4
2015,Late neonatal,25 to 29,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,4.2
2005,,30 to 34,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,32.7
2005,Early neonatal,30 to 34,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,26.5
2005,Late neonatal,30 to 34,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,6.2
2006,,30 to 34,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,31.4
2006,Early neonatal,30 to 34,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,24.4
2006,Late neonatal,30 to 34,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,7.1
2007,,30 to 34,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,29.2
2007,Early neonatal,30 to 34,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,23.0
2007,Late neonatal,30 to 34,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,6.2
2008,,30 to 34,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,29.9
2008,Early neonatal,30 to 34,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,24.6
2008,Late neonatal,30 to 34,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,5.3
2009,,30 to 34,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,26.7
2009,Early neonatal,30 to 34,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,21.3
2009,Late neonatal,30 to 34,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,5.4
2010,,30 to 34,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,28.4
2010,Early neonatal,30 to 34,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,22.9
2010,Late neonatal,30 to 34,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,5.5
2005,,,,England,,,,"Rate per 1,000 live births",Units,Normal value,E92000001,3.5
2005,,,,England,,,Female,"Rate per 1,000 live births",Units,Normal value,E92000001,3.1
2005,,,,England,,,Male,"Rate per 1,000 live births",Units,Normal value,E92000001,3.8
2005,,,,England,East,,,"Rate per 1,000 live births",Units,Normal value,E12000006,2.6
2005,,,,England,East Midlands,,,"Rate per 1,000 live births",Units,Normal value,E12000004,3.5
2005,,,,England,London,,,"Rate per 1,000 live births",Units,Normal value,E12000007,3.4
2005,,,,England,North East,,,"Rate per 1,000 live births",Units,Normal value,E12000001,2.9
2005,,,,England,North West,,,"Rate per 1,000 live births",Units,Normal value,E12000002,3.8
2005,,,,England,South East,,,"Rate per 1,000 live births",Units,Normal value,E12000008,2.7
2005,,,,England,South West,,,"Rate per 1,000 live births",Units,Normal value,E12000009,3.2
2005,,,,England,West Midlands,,,"Rate per 1,000 live births",Units,Normal value,E12000005,4.9
2005,,,,England,Yorkshire and The Humber,,,"Rate per 1,000 live births",Units,Normal value,E12000003,4.0
2005,Early neonatal,,,England,,,,"Rate per 1,000 live births",Units,Normal value,E92000001,2.6
2005,Early neonatal,,,England,,,Female,"Rate per 1,000 live births",Units,Normal value,E92000001,2.3
2005,Early neonatal,,,England,,,Male,"Rate per 1,000 live births",Units,Normal value,E92000001,3.0
2005,Late neonatal,,,England,,,,"Rate per 1,000 live births",Units,Normal value,E92000001,0.9
2005,Late neonatal,,,England,,,Female,"Rate per 1,000 live births",Units,Normal value,E92000001,0.8
2005,Late neonatal,,,England,,,Male,"Rate per 1,000 live births",Units,Normal value,E92000001,0.8
2006,,,,England,,,,"Rate per 1,000 live births",Units,Normal value,E92000001,3.5
2006,,,,England,,,Female,"Rate per 1,000 live births",Units,Normal value,E92000001,3.2
2006,,,,England,,,Male,"Rate per 1,000 live births",Units,Normal value,E92000001,3.8
2006,,,,England,East,,,"Rate per 1,000 live births",Units,Normal value,E12000006,2.9
2006,,,,England,East Midlands,,,"Rate per 1,000 live births",Units,Normal value,E12000004,3.9
2006,,,,England,London,,,"Rate per 1,000 live births",Units,Normal value,E12000007,3.4
2006,,,,England,North East,,,"Rate per 1,000 live births",Units,Normal value,E12000001,3.7
2006,,,,England,North West,,,"Rate per 1,000 live births",Units,Normal value,E12000002,3.8
2006,,,,England,South East,,,"Rate per 1,000 live births",Units,Normal value,E12000008,2.7
2006,,,,England,South West,,,"Rate per 1,000 live births",Units,Normal value,E12000009,3.0
2006,,,,England,West Midlands,,,"Rate per 1,000 live births",Units,Normal value,E12000005,4.6
2006,,,,England,Yorkshire and The Humber,,,"Rate per 1,000 live births",Units,Normal value,E12000003,3.9
2006,Early neonatal,,,England,,,,"Rate per 1,000 live births",Units,Normal value,E92000001,2.6
2006,Early neonatal,,,England,,,Female,"Rate per 1,000 live births",Units,Normal value,E92000001,2.4
2006,Early neonatal,,,England,,,Male,"Rate per 1,000 live births",Units,Normal value,E92000001,2.9
2006,Late neonatal,,,England,,,,"Rate per 1,000 live births",Units,Normal value,E92000001,0.9
2006,Late neonatal,,,England,,,Female,"Rate per 1,000 live births",Units,Normal value,E92000001,0.8
2006,Late neonatal,,,England,,,Male,"Rate per 1,000 live births",Units,Normal value,E92000001,0.9
2007,,,,England,,,,"Rate per 1,000 live births",Units,Normal value,E92000001,3.2
2007,,,,England,,,Female,"Rate per 1,000 live births",Units,Normal value,E92000001,3.0
2007,,,,England,,,Male,"Rate per 1,000 live births",Units,Normal value,E92000001,3.5
2007,,,,England,East,,,"Rate per 1,000 live births",Units,Normal value,E12000006,3.0
2007,,,,England,East Midlands,,,"Rate per 1,000 live births",Units,Normal value,E12000004,3.6
2007,,,,England,London,,,"Rate per 1,000 live births",Units,Normal value,E12000007,3.0
2007,,,,England,North East,,,"Rate per 1,000 live births",Units,Normal value,E12000001,3.0
2007,,,,England,North West,,,"Rate per 1,000 live births",Units,Normal value,E12000002,3.2
2007,,,,England,South East,,,"Rate per 1,000 live births",Units,Normal value,E12000008,2.6
2007,,,,England,South West,,,"Rate per 1,000 live births",Units,Normal value,E12000009,2.7
2007,,,,England,West Midlands,,,"Rate per 1,000 live births",Units,Normal value,E12000005,4.5
2007,,,,England,Yorkshire and The Humber,,,"Rate per 1,000 live births",Units,Normal value,E12000003,3.9
2007,Early neonatal,,,England,,,,"Rate per 1,000 live births",Units,Normal value,E92000001,2.5
2007,Early neonatal,,,England,,,Female,"Rate per 1,000 live births",Units,Normal value,E92000001,2.3
2007,Early neonatal,,,England,,,Male,"Rate per 1,000 live births",Units,Normal value,E92000001,2.7
2007,Late neonatal,,,England,,,,"Rate per 1,000 live births",Units,Normal value,E92000001,0.7
2007,Late neonatal,,,England,,,Female,"Rate per 1,000 live births",Units,Normal value,E92000001,0.7
2007,Late neonatal,,,England,,,Male,"Rate per 1,000 live births",Units,Normal value,E92000001,0.8
2008,,,,England,,,,"Rate per 1,000 live births",Units,Normal value,E92000001,3.2
2008,,,,England,,,Female,"Rate per 1,000 live births",Units,Normal value,E92000001,2.8
2008,,,,England,,,Male,"Rate per 1,000 live births",Units,Normal value,E92000001,3.5
2008,,,,England,East Midlands,,,"Rate per 1,000 live births",Units,Normal value,E12000004,3.6
2008,,,,England,London,,,"Rate per 1,000 live births",Units,Normal value,E12000007,2.8
2008,,,,England,North East,,,"Rate per 1,000 live births",Units,Normal value,E12000001,3.1
2008,,,,England,North West,,,"Rate per 1,000 live births",Units,Normal value,E12000002,3.4
2008,,,,England,South East,,,"Rate per 1,000 live births",Units,Normal value,E12000008,2.73977870278688
2008,,,,England,South West,,,"Rate per 1,000 live births",Units,Normal value,E12000009,2.7
2008,,,,England,West Midlands,,,"Rate per 1,000 live births",Units,Normal value,E12000005,4.4
2008,,,,England,Yorkshire and The Humber,,,"Rate per 1,000 live births",Units,Normal value,E12000003,3.4
2008,Early neonatal,,,England,,,,"Rate per 1,000 live births",Units,Normal value,E92000001,2.5
2008,Early neonatal,,,England,,,Female,"Rate per 1,000 live births",Units,Normal value,E92000001,2.2
2008,Early neonatal,,,England,,,Male,"Rate per 1,000 live births",Units,Normal value,E92000001,2.7
2008,Late neonatal,,,England,,,,"Rate per 1,000 live births",Units,Normal value,E92000001,0.7
2008,Late neonatal,,,England,,,Female,"Rate per 1,000 live births",Units,Normal value,E92000001,0.6
2008,Late neonatal,,,England,,,Male,"Rate per 1,000 live births",Units,Normal value,E92000001,0.8
2009,,,,England,,,,"Rate per 1,000 live births",Units,Normal value,E92000001,3.1
2009,,,,England,,,Female,"Rate per 1,000 live births",Units,Normal value,E92000001,2.9
2009,,,,England,,,Male,"Rate per 1,000 live births",Units,Normal value,E92000001,3.3
2008,,,,England,East,,,"Rate per 1,000 live births",Units,Normal value,E12000006,2.9
2009,,,,England,East,,,"Rate per 1,000 live births",Units,Normal value,E12000006,3.0
2009,,,,England,East Midlands,,,"Rate per 1,000 live births",Units,Normal value,E12000004,3.3
2009,,,,England,London,,,"Rate per 1,000 live births",Units,Normal value,E12000007,3.0
2009,,,,England,North East,,,"Rate per 1,000 live births",Units,Normal value,E12000001,2.9
2009,,,,England,North West,,,"Rate per 1,000 live births",Units,Normal value,E12000002,3.2
2009,,,,England,South East,,,"Rate per 1,000 live births",Units,Normal value,E12000008,2.5
2009,,,,England,South West,,,"Rate per 1,000 live births",Units,Normal value,E12000009,2.4
2009,,,,England,West Midlands,,,"Rate per 1,000 live births",Units,Normal value,E12000005,4.4
2009,,,,England,Yorkshire and The Humber,,,"Rate per 1,000 live births",Units,Normal value,E12000003,3.4
2009,Early neonatal,,,England,,,,"Rate per 1,000 live births",Units,Normal value,E92000001,2.4
2009,Early neonatal,,,England,,,Female,"Rate per 1,000 live births",Units,Normal value,E92000001,2.2
2009,Early neonatal,,,England,,,Male,"Rate per 1,000 live births",Units,Normal value,E92000001,2.5
2009,Late neonatal,,,England,,,,"Rate per 1,000 live births",Units,Normal value,E92000001,0.7
2009,Late neonatal,,,England,,,Female,"Rate per 1,000 live births",Units,Normal value,E92000001,0.7
2009,Late neonatal,,,England,,,Male,"Rate per 1,000 live births",Units,Normal value,E92000001,0.8
2010,,,,England,,,,"Rate per 1,000 live births",Units,Normal value,E92000001,2.9
2010,,,,England,,,Female,"Rate per 1,000 live births",Units,Normal value,E92000001,2.7
2010,,,,England,,,Male,"Rate per 1,000 live births",Units,Normal value,E92000001,3.2
2010,,,,England,East,,,"Rate per 1,000 live births",Units,Normal value,E12000006,2.5
2010,,,,England,East Midlands,,,"Rate per 1,000 live births",Units,Normal value,E12000004,2.8
2010,,,,England,London,,,"Rate per 1,000 live births",Units,Normal value,E12000007,3.2
2010,,,,England,North East,,,"Rate per 1,000 live births",Units,Normal value,E12000001,2.8
2010,,,,England,North West,,,"Rate per 1,000 live births",Units,Normal value,E12000002,3.1
2010,,,,England,South East,,,"Rate per 1,000 live births",Units,Normal value,E12000008,2.4
2010,,,,England,South West,,,"Rate per 1,000 live births",Units,Normal value,E12000009,2.2
2010,,,,England,Yorkshire and The Humber,,,"Rate per 1,000 live births",Units,Normal value,E12000003,3.6
2010,,,,England,West Midlands,,,"Rate per 1,000 live births",Units,Normal value,E12000005,3.6
2010,Early neonatal,,,England,,,,"Rate per 1,000 live births",Units,Normal value,E92000001,2.3
2010,Early neonatal,,,England,,,Female,"Rate per 1,000 live births",Units,Normal value,E92000001,2.1
2010,Early neonatal,,,England,,,Male,"Rate per 1,000 live births",Units,Normal value,E92000001,2.5
2010,Late neonatal,,,England,,,,"Rate per 1,000 live births",Units,Normal value,E92000001,0.6
2010,Late neonatal,,,England,,,Female,"Rate per 1,000 live births",Units,Normal value,E92000001,0.6
2010,Late neonatal,,,England,,,Male,"Rate per 1,000 live births",Units,Normal value,E92000001,0.7
2011,,,,England,,,,"Rate per 1,000 live births",Units,Normal value,E92000001,2.9
2011,,,,England,,,Female,"Rate per 1,000 live births",Units,Normal value,E92000001,2.5
2011,,,,England,,,Male,"Rate per 1,000 live births",Units,Normal value,E92000001,3.3
2011,,,,England,East,,,"Rate per 1,000 live births",Units,Normal value,E12000006,2.7
2011,,,,England,East Midlands,,,"Rate per 1,000 live births",Units,Normal value,E12000004,3.1
2011,,,,England,London,,,"Rate per 1,000 live births",Units,Normal value,E12000007,2.8
2011,,,,England,North East,,,"Rate per 1,000 live births",Units,Normal value,E12000001,2.4
2011,,,,England,North West,,,"Rate per 1,000 live births",Units,Normal value,E12000002,3.0
2011,,,,England,South East,,,"Rate per 1,000 live births",Units,Normal value,E12000008,2.4
2011,,,,England,South West,,,"Rate per 1,000 live births",Units,Normal value,E12000009,2.6
2011,,,,England,West Midlands,,,"Rate per 1,000 live births",Units,Normal value,E12000005,4.3
2011,,,,England,Yorkshire and The Humber,,,"Rate per 1,000 live births",Units,Normal value,E12000003,3.3
2011,Early neonatal,,,England,,,,"Rate per 1,000 live births",Units,Normal value,E92000001,2.3
2011,Early neonatal,,,England,,,Female,"Rate per 1,000 live births",Units,Normal value,E92000001,2.0
2011,Early neonatal,,,England,,,Male,"Rate per 1,000 live births",Units,Normal value,E92000001,2.6
2011,Late neonatal,,,England,,,,"Rate per 1,000 live births",Units,Normal value,E92000001,0.6
2011,Late neonatal,,,England,,,Female,"Rate per 1,000 live births",Units,Normal value,E92000001,0.5
2011,Late neonatal,,,England,,,Male,"Rate per 1,000 live births",Units,Normal value,E92000001,0.7
2012,,,,England,,,,"Rate per 1,000 live births",Units,Normal value,E92000001,2.8
2012,,,,England,,,Female,"Rate per 1,000 live births",Units,Normal value,E92000001,2.5
2012,,,,England,,,Male,"Rate per 1,000 live births",Units,Normal value,E92000001,3.1
2012,,,,England,East,,,"Rate per 1,000 live births",Units,Normal value,E12000006,2.8
2012,,,,England,East Midlands,,,"Rate per 1,000 live births",Units,Normal value,E12000004,3.1
2012,,,,England,London,,,"Rate per 1,000 live births",Units,Normal value,E12000007,2.6
2012,,,,England,North East,,,"Rate per 1,000 live births",Units,Normal value,E12000001,2.4
2012,,,,England,North West,,,"Rate per 1,000 live births",Units,Normal value,E12000002,2.8
2012,,,,England,South East,,,"Rate per 1,000 live births",Units,Normal value,E12000008,2.3
2012,,,,England,South West,,,"Rate per 1,000 live births",Units,Normal value,E12000009,2.6
2012,,,,England,West Midlands,,,"Rate per 1,000 live births",Units,Normal value,E12000005,3.9
2012,,,,England,Yorkshire and The Humber,,,"Rate per 1,000 live births",Units,Normal value,E12000003,2.6
2012,Early neonatal,,,England,,,,"Rate per 1,000 live births",Units,Normal value,E92000001,2.1
2012,Early neonatal,,,England,,,Female,"Rate per 1,000 live births",Units,Normal value,E92000001,1.8
2012,Early neonatal,,,England,,,Male,"Rate per 1,000 live births",Units,Normal value,E92000001,2.4
2012,Late neonatal,,,England,,,,"Rate per 1,000 live births",Units,Normal value,E92000001,0.7
2012,Late neonatal,,,England,,,Female,"Rate per 1,000 live births",Units,Normal value,E92000001,0.7
2012,Late neonatal,,,England,,,Male,"Rate per 1,000 live births",Units,Normal value,E92000001,0.7
